12/14/2018	00:00:00	50610
12/14/2018	00:00:02	50610
12/14/2018	00:00:04	50610
12/14/2018	00:00:06	50366
12/14/2018	00:00:08	50366
12/14/2018	00:00:10	50366
12/14/2018	00:00:12	50366
12/14/2018	00:00:14	50366
12/14/2018	00:00:16	50366
12/14/2018	00:00:18	50366
12/14/2018	00:00:20	49915
12/14/2018	00:00:22	49915
12/14/2018	00:00:24	51895
12/14/2018	00:00:26	51895
12/14/2018	00:00:28	51895
12/14/2018	00:00:30	51895
12/14/2018	00:00:32	51895
12/14/2018	00:00:34	51895
12/14/2018	00:00:36	51895
12/14/2018	00:00:38	51895
12/14/2018	00:00:40	51659
12/14/2018	00:00:42	51659
12/14/2018	00:00:44	51659
12/14/2018	00:00:46	51659
12/14/2018	00:00:48	51659
12/14/2018	00:00:50	51659
12/14/2018	00:00:52	51659
12/14/2018	00:00:54	51659
12/14/2018	00:00:56	51659
12/14/2018	00:00:58	51659
12/14/2018	00:01:00	49650
12/14/2018	00:01:02	49650
12/14/2018	00:01:04	49652
12/14/2018	00:01:06	49652
12/14/2018	00:01:08	49652
12/14/2018	00:01:10	49652
12/14/2018	00:01:12	49652
12/14/2018	00:01:14	49652
12/14/2018	00:01:16	49652
12/14/2018	00:01:18	49652
12/14/2018	00:01:20	49373
12/14/2018	00:01:22	49373
12/14/2018	00:01:24	49373
12/14/2018	00:01:26	49373
12/14/2018	00:01:28	49373
12/14/2018	00:01:30	49373
12/14/2018	00:01:32	49373
12/14/2018	00:01:34	49373
12/14/2018	00:01:36	49373
12/14/2018	00:01:38	49373
12/14/2018	00:01:40	49173
12/14/2018	00:01:42	49173
12/14/2018	00:01:44	49173
12/14/2018	00:01:46	49173
12/14/2018	00:01:48	49173
12/14/2018	00:01:50	49173
12/14/2018	00:01:52	49173
12/14/2018	00:01:54	49173
12/14/2018	00:01:56	49173
12/14/2018	00:01:58	49173
12/14/2018	00:02:00	49248
12/14/2018	00:02:02	49248
12/14/2018	00:02:04	49248
12/14/2018	00:02:06	49248
12/14/2018	00:02:08	49248
12/14/2018	00:02:10	49248
12/14/2018	00:02:12	49248
12/14/2018	00:02:14	49248
12/14/2018	00:02:16	49248
12/14/2018	00:02:18	49248
12/14/2018	00:02:20	49364
12/14/2018	00:02:22	49364
12/14/2018	00:02:24	49364
12/14/2018	00:02:26	49364
12/14/2018	00:02:28	49364
12/14/2018	00:02:30	49364
12/14/2018	00:02:32	49364
12/14/2018	00:02:34	49364
12/14/2018	00:02:36	49364
12/14/2018	00:02:38	49364
12/14/2018	00:02:40	50910
12/14/2018	00:02:42	50910
12/14/2018	00:02:44	50910
12/14/2018	00:02:46	50910
12/14/2018	00:02:48	50910
12/14/2018	00:02:50	50910
12/14/2018	00:02:52	50910
12/14/2018	00:02:54	50910
12/14/2018	00:02:56	50910
12/14/2018	00:02:58	50910
12/14/2018	00:03:00	53958
12/14/2018	00:03:02	53958
12/14/2018	00:03:04	53958
12/14/2018	00:03:06	53922
12/14/2018	00:03:08	53922
12/14/2018	00:03:10	53922
12/14/2018	00:03:12	53922
12/14/2018	00:03:14	53922
12/14/2018	00:03:16	53922
12/14/2018	00:03:18	53922
12/14/2018	00:03:20	54643
12/14/2018	00:03:22	54643
12/14/2018	00:03:24	54643
12/14/2018	00:03:26	54628
12/14/2018	00:03:28	54628
12/14/2018	00:03:30	54628
12/14/2018	00:03:32	54628
12/14/2018	00:03:34	54628
12/14/2018	00:03:36	54628
12/14/2018	00:03:38	54628
12/14/2018	00:03:40	55711
12/14/2018	00:03:42	55711
12/14/2018	00:03:44	55721
12/14/2018	00:03:46	55721
12/14/2018	00:03:48	55721
12/14/2018	00:03:50	55721
12/14/2018	00:03:52	55721
12/14/2018	00:03:54	55721
12/14/2018	00:03:56	55721
12/14/2018	00:03:58	55721
12/14/2018	00:04:00	55807
12/14/2018	00:04:02	55807
12/14/2018	00:04:04	55807
12/14/2018	00:04:06	55807
12/14/2018	00:04:08	55807
12/14/2018	00:04:10	55807
12/14/2018	00:04:12	55807
12/14/2018	00:04:14	55807
12/14/2018	00:04:16	55807
12/14/2018	00:04:18	55807
12/14/2018	00:04:20	55685
12/14/2018	00:04:22	55685
12/14/2018	00:04:24	55684
12/14/2018	00:04:26	55684
12/14/2018	00:04:28	55684
12/14/2018	00:04:30	55684
12/14/2018	00:04:32	55684
12/14/2018	00:04:34	55684
12/14/2018	00:04:36	55684
12/14/2018	00:04:38	55684
12/14/2018	00:04:40	57483
12/14/2018	00:04:42	57483
12/14/2018	00:04:44	57483
12/14/2018	00:04:46	57483
12/14/2018	00:04:48	57483
12/14/2018	00:04:50	57483
12/14/2018	00:04:52	57483
12/14/2018	00:04:54	57483
12/14/2018	00:04:56	57483
12/14/2018	00:04:58	57483
12/14/2018	00:05:00	58434
12/14/2018	00:05:02	58434
12/14/2018	00:05:04	58434
12/14/2018	00:05:06	58434
12/14/2018	00:05:08	58434
12/14/2018	00:05:10	58434
12/14/2018	00:05:12	58434
12/14/2018	00:05:14	58434
12/14/2018	00:05:16	58434
12/14/2018	00:05:18	58434
12/14/2018	00:05:20	57661
12/14/2018	00:05:22	57661
12/14/2018	00:05:24	57661
12/14/2018	00:05:26	57661
12/14/2018	00:05:28	57661
12/14/2018	00:05:30	57661
12/14/2018	00:05:32	57661
12/14/2018	00:05:34	57661
12/14/2018	00:05:36	57661
12/14/2018	00:05:38	57661
12/14/2018	00:05:40	55720
12/14/2018	00:05:42	55720
12/14/2018	00:05:44	55720
12/14/2018	00:05:46	55720
12/14/2018	00:05:48	55720
12/14/2018	00:05:50	55720
12/14/2018	00:05:52	55720
12/14/2018	00:05:54	55720
12/14/2018	00:05:56	55720
12/14/2018	00:05:58	55720
12/14/2018	00:06:00	53558
12/14/2018	00:06:02	53558
12/14/2018	00:06:04	53558
12/14/2018	00:06:06	53558
12/14/2018	00:06:08	53558
12/14/2018	00:06:10	53558
12/14/2018	00:06:12	53558
12/14/2018	00:06:14	53558
12/14/2018	00:06:16	53558
12/14/2018	00:06:18	53558
12/14/2018	00:06:20	54458
12/14/2018	00:06:22	54458
12/14/2018	00:06:24	54458
12/14/2018	00:06:26	54458
12/14/2018	00:06:28	54458
12/14/2018	00:06:30	54458
12/14/2018	00:06:32	54458
12/14/2018	00:06:34	54458
12/14/2018	00:06:36	54458
12/14/2018	00:06:38	54458
12/14/2018	00:06:40	57073
12/14/2018	00:06:42	57073
12/14/2018	00:06:44	57073
12/14/2018	00:06:46	57073
12/14/2018	00:06:48	57073
12/14/2018	00:06:50	57073
12/14/2018	00:06:52	57073
12/14/2018	00:06:54	57073
12/14/2018	00:06:56	57073
12/14/2018	00:06:58	57073
12/14/2018	00:07:00	57063
12/14/2018	00:07:02	57063
12/14/2018	00:07:04	57063
12/14/2018	00:07:06	57114
12/14/2018	00:07:08	57114
12/14/2018	00:07:10	57114
12/14/2018	00:07:12	57114
12/14/2018	00:07:14	57114
12/14/2018	00:07:16	57114
12/14/2018	00:07:18	57114
12/14/2018	00:07:20	57338
12/14/2018	00:07:22	57338
12/14/2018	00:07:24	56914
12/14/2018	00:07:26	54980
12/14/2018	00:07:28	54980
12/14/2018	00:07:30	54980
12/14/2018	00:07:32	54980
12/14/2018	00:07:34	54980
12/14/2018	00:07:36	54980
12/14/2018	00:07:38	54980
12/14/2018	00:07:40	55354
12/14/2018	00:07:42	55354
12/14/2018	00:07:44	55354
12/14/2018	00:07:46	55354
12/14/2018	00:07:48	55354
12/14/2018	00:07:50	55354
12/14/2018	00:07:52	55354
12/14/2018	00:07:54	55354
12/14/2018	00:07:56	55354
12/14/2018	00:07:58	55354
12/14/2018	00:08:00	58458
12/14/2018	00:08:02	58458
12/14/2018	00:08:04	58376
12/14/2018	00:08:06	58376
12/14/2018	00:08:08	58376
12/14/2018	00:08:10	58376
12/14/2018	00:08:12	58376
12/14/2018	00:08:14	58376
12/14/2018	00:08:16	58376
12/14/2018	00:08:18	58376
12/14/2018	00:08:20	57280
12/14/2018	00:08:22	57280
12/14/2018	00:08:24	57280
12/14/2018	00:08:26	57280
12/14/2018	00:08:28	57280
12/14/2018	00:08:30	57280
12/14/2018	00:08:32	57280
12/14/2018	00:08:34	57280
12/14/2018	00:08:36	57280
12/14/2018	00:08:38	57280
12/14/2018	00:08:40	54466
12/14/2018	00:08:42	54466
12/14/2018	00:08:44	54463
12/14/2018	00:08:46	54463
12/14/2018	00:08:48	54463
12/14/2018	00:08:50	54463
12/14/2018	00:08:52	54463
12/14/2018	00:08:54	54463
12/14/2018	00:08:56	54463
12/14/2018	00:08:58	54463
12/14/2018	00:09:00	56457
12/14/2018	00:09:02	56457
12/14/2018	00:09:04	56457
12/14/2018	00:09:06	56457
12/14/2018	00:09:08	56457
12/14/2018	00:09:10	56457
12/14/2018	00:09:12	56457
12/14/2018	00:09:14	56457
12/14/2018	00:09:16	56457
12/14/2018	00:09:18	56457
12/14/2018	00:09:20	56638
12/14/2018	00:09:22	56638
12/14/2018	00:09:24	56501
12/14/2018	00:09:26	56501
12/14/2018	00:09:28	56501
12/14/2018	00:09:30	56501
12/14/2018	00:09:32	56501
12/14/2018	00:09:34	56501
12/14/2018	00:09:36	56501
12/14/2018	00:09:38	56501
12/14/2018	00:09:40	55448
12/14/2018	00:09:42	55448
12/14/2018	00:09:44	55448
12/14/2018	00:09:46	55448
12/14/2018	00:09:48	55448
12/14/2018	00:09:50	55448
12/14/2018	00:09:52	55448
12/14/2018	00:09:54	55448
12/14/2018	00:09:56	55448
12/14/2018	00:09:58	55448
12/14/2018	00:10:00	54623
12/14/2018	00:10:02	54623
12/14/2018	00:10:04	54603
12/14/2018	00:10:06	54603
12/14/2018	00:10:08	54603
12/14/2018	00:10:10	54603
12/14/2018	00:10:12	54603
12/14/2018	00:10:14	54603
12/14/2018	00:10:16	54603
12/14/2018	00:10:18	54603
12/14/2018	00:10:20	52682
12/14/2018	00:10:22	52682
12/14/2018	00:10:24	52682
12/14/2018	00:10:26	52682
12/14/2018	00:10:28	52682
12/14/2018	00:10:30	52682
12/14/2018	00:10:32	52682
12/14/2018	00:10:34	52682
12/14/2018	00:10:36	52682
12/14/2018	00:10:38	52682
12/14/2018	00:10:40	54634
12/14/2018	00:10:42	54634
12/14/2018	00:10:44	54634
12/14/2018	00:10:46	55395
12/14/2018	00:10:48	55395
12/14/2018	00:10:50	55395
12/14/2018	00:10:52	55395
12/14/2018	00:10:54	55395
12/14/2018	00:10:56	55395
12/14/2018	00:10:58	55395
12/14/2018	00:11:00	56753
12/14/2018	00:11:02	56753
12/14/2018	00:11:04	56753
12/14/2018	00:11:06	56753
12/14/2018	00:11:08	56753
12/14/2018	00:11:10	56753
12/14/2018	00:11:12	56753
12/14/2018	00:11:14	56753
12/14/2018	00:11:16	56753
12/14/2018	00:11:18	56753
12/14/2018	00:11:20	53411
12/14/2018	00:11:22	53411
12/14/2018	00:11:24	53411
12/14/2018	00:11:26	53411
12/14/2018	00:11:28	53411
12/14/2018	00:11:30	53411
12/14/2018	00:11:32	53411
12/14/2018	00:11:34	53411
12/14/2018	00:11:36	53411
12/14/2018	00:11:38	53411
12/14/2018	00:11:40	50548
12/14/2018	00:11:42	50548
12/14/2018	00:11:44	50548
12/14/2018	00:11:46	50548
12/14/2018	00:11:48	50548
12/14/2018	00:11:50	50548
12/14/2018	00:11:52	50548
12/14/2018	00:11:54	50548
12/14/2018	00:11:56	50548
12/14/2018	00:11:58	50548
12/14/2018	00:12:00	54008
12/14/2018	00:12:02	54008
12/14/2018	00:12:04	54009
12/14/2018	00:12:06	54009
12/14/2018	00:12:08	54009
12/14/2018	00:12:10	54009
12/14/2018	00:12:12	54009
12/14/2018	00:12:14	54009
12/14/2018	00:12:16	54009
12/14/2018	00:12:18	54009
12/14/2018	00:12:20	50720
12/14/2018	00:12:22	50720
12/14/2018	00:12:24	50720
12/14/2018	00:12:26	50720
12/14/2018	00:12:28	50720
12/14/2018	00:12:30	50720
12/14/2018	00:12:32	50720
12/14/2018	00:12:34	50720
12/14/2018	00:12:36	50720
12/14/2018	00:12:38	50720
12/14/2018	00:12:40	51538
12/14/2018	00:12:42	51538
12/14/2018	00:12:44	51538
12/14/2018	00:12:46	51538
12/14/2018	00:12:48	51538
12/14/2018	00:12:50	51538
12/14/2018	00:12:52	51538
12/14/2018	00:12:54	51538
12/14/2018	00:12:56	51538
12/14/2018	00:12:58	51538
12/14/2018	00:13:00	51918
12/14/2018	00:13:02	51918
12/14/2018	00:13:04	51918
12/14/2018	00:13:06	51918
12/14/2018	00:13:08	51918
12/14/2018	00:13:10	51918
12/14/2018	00:13:12	51918
12/14/2018	00:13:14	51918
12/14/2018	00:13:16	51918
12/14/2018	00:13:18	51918
12/14/2018	00:13:20	54498
12/14/2018	00:13:22	54498
12/14/2018	00:13:24	54480
12/14/2018	00:13:26	54480
12/14/2018	00:13:28	54480
12/14/2018	00:13:30	54480
12/14/2018	00:13:32	54480
12/14/2018	00:13:34	54480
12/14/2018	00:13:36	54480
12/14/2018	00:13:38	54480
12/14/2018	00:13:40	55327
12/14/2018	00:13:42	55327
12/14/2018	00:13:44	55327
12/14/2018	00:13:46	55264
12/14/2018	00:13:48	55264
12/14/2018	00:13:50	55264
12/14/2018	00:13:52	55264
12/14/2018	00:13:54	55264
12/14/2018	00:13:56	55264
12/14/2018	00:13:58	55264
12/14/2018	00:14:00	55476
12/14/2018	00:14:02	55476
12/14/2018	00:14:04	55522
12/14/2018	00:14:06	55522
12/14/2018	00:14:08	55522
12/14/2018	00:14:10	55522
12/14/2018	00:14:12	55522
12/14/2018	00:14:14	55522
12/14/2018	00:14:16	55522
12/14/2018	00:14:18	55522
12/14/2018	00:14:20	52307
12/14/2018	00:14:22	52307
12/14/2018	00:14:24	52307
12/14/2018	00:14:26	52307
12/14/2018	00:14:28	52307
12/14/2018	00:14:30	52307
12/14/2018	00:14:32	52307
12/14/2018	00:14:34	52307
12/14/2018	00:14:36	52307
12/14/2018	00:14:38	52307
12/14/2018	00:14:40	51598
12/14/2018	00:14:42	51598
12/14/2018	00:14:44	51598
12/14/2018	00:14:46	51598
12/14/2018	00:14:48	51598
12/14/2018	00:14:50	51598
12/14/2018	00:14:52	51598
12/14/2018	00:14:54	51598
12/14/2018	00:14:56	51598
12/14/2018	00:14:58	51598
12/14/2018	00:15:00	52419
12/14/2018	00:15:02	52419
12/14/2018	00:15:04	51607
12/14/2018	00:15:06	51607
12/14/2018	00:15:08	51607
12/14/2018	00:15:10	51607
12/14/2018	00:15:12	51607
12/14/2018	00:15:14	51607
12/14/2018	00:15:16	51607
12/14/2018	00:15:18	51607
12/14/2018	00:15:20	49812
12/14/2018	00:15:22	49812
12/14/2018	00:15:24	49876
12/14/2018	00:15:26	49876
12/14/2018	00:15:28	49876
12/14/2018	00:15:30	49876
12/14/2018	00:15:32	49876
12/14/2018	00:15:34	49876
12/14/2018	00:15:36	49876
12/14/2018	00:15:38	49876
12/14/2018	00:15:40	47316
12/14/2018	00:15:42	47316
12/14/2018	00:15:44	47316
12/14/2018	00:15:46	47316
12/14/2018	00:15:48	47316
12/14/2018	00:15:50	47316
12/14/2018	00:15:52	47316
12/14/2018	00:15:54	47316
12/14/2018	00:15:56	47316
12/14/2018	00:15:58	47316
12/14/2018	00:16:00	49689
12/14/2018	00:16:02	49689
12/14/2018	00:16:04	49689
12/14/2018	00:16:06	49681
12/14/2018	00:16:08	49681
12/14/2018	00:16:10	49681
12/14/2018	00:16:12	49681
12/14/2018	00:16:14	49681
12/14/2018	00:16:16	49681
12/14/2018	00:16:18	49681
12/14/2018	00:16:20	51382
12/14/2018	00:16:22	51382
12/14/2018	00:16:24	51382
12/14/2018	00:16:26	51382
12/14/2018	00:16:28	51382
12/14/2018	00:16:30	51382
12/14/2018	00:16:32	51382
12/14/2018	00:16:34	51382
12/14/2018	00:16:36	51382
12/14/2018	00:16:38	51382
12/14/2018	00:16:40	54963
12/14/2018	00:16:42	54963
12/14/2018	00:16:44	54963
12/14/2018	00:16:46	54963
12/14/2018	00:16:48	54963
12/14/2018	00:16:50	54963
12/14/2018	00:16:52	54963
12/14/2018	00:16:54	54963
12/14/2018	00:16:56	54963
12/14/2018	00:16:58	54963
12/14/2018	00:17:00	53043
12/14/2018	00:17:02	53043
12/14/2018	00:17:04	53043
12/14/2018	00:17:06	53043
12/14/2018	00:17:08	53043
12/14/2018	00:17:10	53043
12/14/2018	00:17:12	53043
12/14/2018	00:17:14	53043
12/14/2018	00:17:16	53043
12/14/2018	00:17:18	53043
12/14/2018	00:17:20	53120
12/14/2018	00:17:22	53120
12/14/2018	00:17:24	52935
12/14/2018	00:17:26	52935
12/14/2018	00:17:28	52935
12/14/2018	00:17:30	52935
12/14/2018	00:17:32	52935
12/14/2018	00:17:34	52935
12/14/2018	00:17:36	52935
12/14/2018	00:17:38	52935
12/14/2018	00:17:40	52886
12/14/2018	00:17:42	52886
12/14/2018	00:17:44	52863
12/14/2018	00:17:46	52863
12/14/2018	00:17:48	52863
12/14/2018	00:17:50	52863
12/14/2018	00:17:52	52863
12/14/2018	00:17:54	52863
12/14/2018	00:17:56	52863
12/14/2018	00:17:58	52863
12/14/2018	00:18:00	53927
12/14/2018	00:18:02	53927
12/14/2018	00:18:04	53927
12/14/2018	00:18:06	53927
12/14/2018	00:18:08	53927
12/14/2018	00:18:10	53927
12/14/2018	00:18:12	53927
12/14/2018	00:18:14	53927
12/14/2018	00:18:16	53927
12/14/2018	00:18:18	53927
12/14/2018	00:18:20	55292
12/14/2018	00:18:22	55292
12/14/2018	00:18:24	55292
12/14/2018	00:18:26	55283
12/14/2018	00:18:28	55283
12/14/2018	00:18:30	55283
12/14/2018	00:18:32	55283
12/14/2018	00:18:34	55283
12/14/2018	00:18:36	55283
12/14/2018	00:18:38	55283
12/14/2018	00:18:40	55241
12/14/2018	00:18:42	55241
12/14/2018	00:18:44	55241
12/14/2018	00:18:46	55241
12/14/2018	00:18:48	55241
12/14/2018	00:18:50	55241
12/14/2018	00:18:52	55241
12/14/2018	00:18:54	55241
12/14/2018	00:18:56	55241
12/14/2018	00:18:58	55241
12/14/2018	00:19:00	55994
12/14/2018	00:19:02	55994
12/14/2018	00:19:04	55994
12/14/2018	00:19:06	55994
12/14/2018	00:19:08	55994
12/14/2018	00:19:10	55994
12/14/2018	00:19:12	55994
12/14/2018	00:19:14	55994
12/14/2018	00:19:16	55994
12/14/2018	00:19:18	55994
12/14/2018	00:19:20	54221
12/14/2018	00:19:22	54221
12/14/2018	00:19:24	54221
12/14/2018	00:19:26	54221
12/14/2018	00:19:28	54221
12/14/2018	00:19:30	54221
12/14/2018	00:19:32	54221
12/14/2018	00:19:34	54221
12/14/2018	00:19:36	54221
12/14/2018	00:19:38	54221
12/14/2018	00:19:40	54189
12/14/2018	00:19:42	54189
12/14/2018	00:19:44	54189
12/14/2018	00:19:46	55031
12/14/2018	00:19:48	55031
12/14/2018	00:19:50	55031
12/14/2018	00:19:52	55031
12/14/2018	00:19:54	55031
12/14/2018	00:19:56	55031
12/14/2018	00:19:58	55031
12/14/2018	00:20:00	53920
12/14/2018	00:20:02	53920
12/14/2018	00:20:04	54246
12/14/2018	00:20:06	54246
12/14/2018	00:20:08	54246
12/14/2018	00:20:10	54246
12/14/2018	00:20:12	54246
12/14/2018	00:20:14	54246
12/14/2018	00:20:16	54246
12/14/2018	00:20:18	54246
12/14/2018	00:20:20	54356
12/14/2018	00:20:22	54356
12/14/2018	00:20:24	54356
12/14/2018	00:20:26	54356
12/14/2018	00:20:28	54356
12/14/2018	00:20:30	54356
12/14/2018	00:20:32	54356
12/14/2018	00:20:34	54356
12/14/2018	00:20:36	54356
12/14/2018	00:20:38	54356
12/14/2018	00:20:40	54100
12/14/2018	00:20:42	54100
12/14/2018	00:20:44	57931
12/14/2018	00:20:46	57935
12/14/2018	00:20:48	57935
12/14/2018	00:20:50	57935
12/14/2018	00:20:52	57935
12/14/2018	00:20:54	57935
12/14/2018	00:20:56	57935
12/14/2018	00:20:58	57935
12/14/2018	00:21:00	55919
12/14/2018	00:21:02	55919
12/14/2018	00:21:04	55919
12/14/2018	00:21:06	56850
12/14/2018	00:21:08	56850
12/14/2018	00:21:10	56850
12/14/2018	00:21:12	56850
12/14/2018	00:21:14	56850
12/14/2018	00:21:16	56850
12/14/2018	00:21:18	56850
12/14/2018	00:21:20	58418
12/14/2018	00:21:22	58418
12/14/2018	00:21:24	58418
12/14/2018	00:21:26	58418
12/14/2018	00:21:28	58418
12/14/2018	00:21:30	58418
12/14/2018	00:21:32	58418
12/14/2018	00:21:34	58418
12/14/2018	00:21:36	58418
12/14/2018	00:21:38	58418
12/14/2018	00:21:40	57436
12/14/2018	00:21:42	57436
12/14/2018	00:21:44	57436
